Recall,Precision
0.3504919211041129,0.12148760330578515
0.4725479371350668,0.08875114784205694
0.5598740639366786,0.07250755287009066
0.626967239916713,0.0630568725806821
0.7011058092312198,0.057568438003220604
0.7529548547321175,0.052717507400286856
0.8122360328529497,0.04935512956211533
0.8610017841890979,0.046352540123774544
0.9040722960938633,0.04354409283986749
0.9401744592350435,0.04100790513833992
0.9818397909235512,0.03909880700004156
