Recall,Precision
0.3268849230682557,0.11092745638200185
0.445567617069087,0.08149678604224059
0.5272156196003009,0.0672586896151851
0.6105148400039684,0.06042282232758423
0.6810565242222728,0.05550065876152833
0.741375094632417,0.05140529158656048
0.7998944845568152,0.048296679603277284
0.8500502638405592,0.045643295926421634
0.8978072637434401,0.04311728959616283
0.9361933036935142,0.04089811155028547
0.9818397909235512,0.03909880700004156
